id,來源,快照日期,城市,當月業績,當月佔比,次月業績,次月佔比,當月總業績,次月總業績
20260831_台北,schedule,2026/08/31,台北,3140400,0.6721560984296452,1854560,0.6459732040383774,4672129,2870955
20260831_台中,schedule,2026/08/31,台中,226700,0.048521776688957005,151800,0.05287439197061605,4672129,2870955
20260831_桃園,schedule,2026/08/31,桃園,1073539,0.2297751196510199,694830,0.2420205123382289,4672129,2870955
20260831_新竹,schedule,2026/08/31,新竹,110790,0.02371295826806152,87190,0.030369685348603515,4672129,2870955
20260831_高雄,schedule,2026/08/31,高雄,120700,0.025834046962316323,82575,0.028762206304174046,4672129,2870955
20260831_加總,schedule,2026/08/31,加總,4672129,1.0,2870955,1.0,4672129,2870955
