城市,本月加總,本月佔比,次月加總,次月佔比,本月家電加總,次月家電加總,儲值金
台北,2164800,0.633493696667486,0,0.0,0,0,0
台中,222000,0.06496470836113355,0,0.0,0,0,0
桃園,770300,0.22541583266027554,0,0.0,188200,0,0
新竹,234350,0.0685787360559984,0,0.0,0,0,0
高雄,25790,0.00754702625510646,3760,1.0,0,0,0
加總,3417240,1.0,3760,1.0,188200,0,0
