id,來源,日期,台北業績,台北佔比,台中業績,台中佔比,桃園業績,桃園佔比,新竹業績,新竹佔比,高雄業績,高雄佔比,全區合計
20260501014635,schedule,2026/05/01 01:46,2164800,0.633493696667486,222000,0.06496470836113355,770300,0.22541583266027554,234350,0.0685787360559984,25790,0.00754702625510646,3417240
